node1,node2,TP2_T7,TP2_T9,T7,T8,T9
UBE2D2,UBE2J2,0-1,1-0,0,1,0
CCND2,RB1,0-1,0,0,1,1
EFNA3,NGEF,0-1,1-0,0,1,0
CCNB1,H2AFZ,0-1,1-0,0,1,0
FGFR3,GRB2,0-1,1-0,0,1,0
AAAS,THOC5,1-0,0,1,0,0
RPL24,SRP72,0-1,1-0,0,1,0
APP,P2RY4,0-1,1-0,0,1,0
LMAN2,NSF,0-1,1-0,0,1,0
RPL24,RPN2,0-1,1-0,0,1,0
SNRNP200,SNRNP40,0-1,1-0,0,1,0
P4HB,SEC61A1,0-1,1-0,0,1,0
LSM4,RBMX,0-1,1-0,0,1,0
RPL8,RPN2,0-1,1-0,0,1,0
TMED5,WNT4,1-0,0,1,0,0
RPS10,RPS16,0-1,1-0,0,1,0
MAGOHB,NCBP1,0-1,1-0,0,1,0
BTC,SRC,0,0-1,0,0,1
RPL35A,RPS19,0-1,1-0,0,1,0
RPL19,RPL29,0-1,1-0,0,1,0
BYSL,RPSA,1-0,0,1,0,0
CTSZ,STX17,0-1,1-0,0,1,0
MRPS15,RPS3,0-1,1-0,0,1,0
CSNK1D,TMED2,0-1,1-0,0,1,0
HOXA3,MAFB,1-0,0,1,0,0
CENPK,NUP37,0,0-1,0,0,1
CBL,PIK3CD,0-1,1-0,0,1,0
RPL35A,RPS10,0-1,1-0,0,1,0
CXCL8,PTGS2,0-1,0,0,1,1
CCNA2,RNF168,0-1,1-0,0,1,0
DCAF1,TRIM11,0,1-0,1,1,0
CCT4,TUBA1B,0-1,1-0,0,1,0
CENPK,ITGB3BP,0-1,0,0,1,1
IMP4,SDAD1,0-1,1-0,0,1,0
MRPL58,MTIF2,0-1,1-0,0,1,0
TAF5,TAF6,0,0-1,0,0,1
MRPL44,MRPS30,0-1,1-0,0,1,0
NDUFB7,NDUFS4,0-1,1-0,0,1,0
ACAA2,HMGCL,0,1-0,1,1,0
CUL1,RNF7,0,1-0,1,1,0
RBMX,SNRPB2,0-1,1-0,0,1,0
CXCR1,LYN,0,0,1,1,1
TBL1X,TGS1,0-1,1-0,0,1,0
GANAB,MAN1B1,0-1,1-0,0,1,0
RNF220,UBE2J1,0,1-0,1,1,0
ATF2,BCL2,0-1,1-0,0,1,0
BTBD6,TRIM4,0-1,1-0,0,1,0
PPARG,RB1,0-1,1-0,0,1,0
UBE2R2,ZBTB16,0,1-0,1,1,0
MRPL28,MRPL3,0-1,1-0,0,1,0
RPL13,RPS8,0-1,1-0,0,1,0
HECTD1,UBE2L3,0-1,1-0,0,1,0
CDC27,H2AFX,0-1,1-0,0,1,0
CES1,CES2,0,0,1,1,1
HNRNPK,SF3B2,0-1,1-0,0,1,0
RPL27,RPLP2,0-1,1-0,0,1,0
NUP205,SNRPD1,0-1,1-0,0,1,0
H2AFJ,KNL1,0-1,0,0,1,1
EPHB3,RHOA,0,1-0,1,1,0
DLST,SUCLG1,0-1,1-0,0,1,0
ABAT,ALDH7A1,0-1,1-0,0,1,0
CCNB1,UBE2C,0,0-1,0,0,1
RPL9,RPS27,0-1,1-0,0,1,0
ARNT,PFKFB3,0-1,1-0,0,1,0
ARHGAP39,RHOBTB2,0-1,1-0,0,1,0
RPL39,RPL7A,0-1,1-0,0,1,0
ARHGEF3,RHOA,0-1,1-0,0,1,0
SF3B6,SNRPG,0-1,1-0,0,1,0
DCN,FOSL1,1-0,0,1,0,0
CAVIN1,UBTF,0-1,1-0,0,1,0
ACTN4,ITGB1,0-1,1-0,0,1,0
EPHB3,HRAS,0-1,1-0,0,1,0
CCR8,CXCR6,0-1,0,0,1,1
SDHD,SUCLG1,0-1,1-0,0,1,0
RPL13,RPL6,0-1,1-0,0,1,0
RPS11,RPS12,0-1,1-0,0,1,0
DVL1,FZD5,0-1,1-0,0,1,0
C1GALT1,GALNT2,0-1,1-0,0,1,0
PLD3,PTDSS2,0-1,1-0,0,1,0
EPN1,FCHO1,0-1,1-0,0,1,0
PAXIP1,RXRA,0-1,1-0,0,1,0
RPL14,RPL24,0-1,1-0,0,1,0
RPL15,RPL3,0-1,1-0,0,1,0
NUP93,SNRPD1,0-1,1-0,0,1,0
PCBP2,U2AF2,0-1,1-0,0,1,0
NFKBIA,PSMD6,0,1-0,1,1,0
RPS27A,SUMO2,0-1,0,0,1,1
CCND1,CDKN2B,0-1,1-0,0,1,0
CSK,VWF,0-1,1-0,0,1,0
FAU,RPLP1,0-1,1-0,0,1,0
DHX37,RBM19,0-1,1-0,0,1,0
TSR1,WDR46,0-1,1-0,0,1,0
ASB1,UBE2E3,0-1,1-0,0,1,0
A2M,VWF,0-1,0,0,1,1
IQGAP1,RAC2,0,1-0,1,1,0
POLD1,XRCC2,0-1,1-0,0,1,0
NIP7,NOC2L,0-1,1-0,0,1,0
BTRC,HERC3,0-1,1-0,0,1,0
PJA1,RBCK1,0,1-0,1,1,0
KIF3B,RAB1B,0-1,0,0,1,1
IL1B,IL1RN,0-1,1-0,0,1,0
RPL9,RPS6,1-0,0,1,0,0
NIFK,NOP9,0,1-0,1,1,0
MRPL27,MRPS9,1-0,0,1,0,0
GSTA1,GSTT2B,0,0,1,1,1
CSTF2,SMNDC1,0-1,0,0,1,1
NSA2,RPL5,0-1,1-0,0,1,0
PPP2R5A,PSMA4,0-1,1-0,0,1,0
NFKB1,PPARG,0,0-1,0,0,1
RHOA,VCL,0-1,1-0,0,1,0
SNRNP40,TXNL4A,0-1,1-0,0,1,0
POLR2L,SNU13,0-1,1-0,0,1,0
G6PD,GAPDH,1-0,0,1,0,0
IGF1R,YWHAH,0-1,1-0,0,1,0
PXN,TPM2,0-1,1-0,0,1,0
MTHFD1L,SHMT2,1-0,0,1,0,0
RPS11,RPS24,0-1,1-0,0,1,0
SRSF1,THOC3,0-1,1-0,0,1,0
RPS27L,SRP14,1-0,0,1,0,0
RPL34,RPL7A,0-1,1-0,0,1,0
NGEF,RHOT2,0-1,1-0,0,1,0
LSM3,LSM4,0-1,1-0,0,1,0
RPL4,UPF3A,0-1,1-0,0,1,0
CDC42,KIF5B,0-1,1-0,0,1,0
FTSJ3,RRS1,0-1,1-0,0,1,0
RPL5,RPS27L,0,1-0,1,1,0
SMPD2,UGCG,0-1,1-0,0,1,0
DYNC1H1,TUBGCP4,0-1,1-0,0,1,0
CDKN1A,SP3,0,1-0,1,1,0
CRK,DBNL,0-1,0,0,1,1
RPL27,RPS23,0-1,1-0,0,1,0
CSNK1D,RAB8A,0-1,1-0,0,1,0
RNF14,ZBTB16,1-0,0,1,0,0
EXOSC5,RPL4,0-1,0,0,1,1
PPP4C,PTPA,0-1,1-0,0,1,0
NOC2L,RSL1D1,0-1,1-0,0,1,0
ATAD5,RFC4,1-0,0,1,0,0
CIT,KIF14,0-1,0,0,1,1
RBCK1,RNF19B,0-1,1-0,0,1,0
APH1B,DLL1,0,0-1,0,0,1
PHAX,TAF9,0-1,1-0,0,1,0
RPL19,RPN2,0-1,1-0,0,1,0
AP1S1,VMA21,0-1,1-0,0,1,0
PDGFRA,RAPGEF1,0-1,0,0,1,1
HNRNPA2B1,HNRNPF,0-1,1-0,0,1,0
EGFR,FN1,0-1,1-0,0,1,0
FANCE,RFC4,1-0,0,1,0,0
CUL2,RNF19B,0-1,0,0,1,1
PSMB10,SMURF2,0,1-0,1,1,0
RPL29,RPS10,0-1,1-0,0,1,0
CFL1,EFNB3,0-1,1-0,0,1,0
HDAC1,HIST1H4C,1-0,0,1,0,0
BUB1,CCNB2,0,0-1,0,0,1
PSMB1,RPS27A,0-1,1-0,0,1,0
GRPEL2,TIMM44,0,0,1,1,1
NDC80,NDEL1,0-1,1-0,0,1,0
PIK3CD,RAC2,0-1,0,0,1,1
RPL27,RPS27A,0-1,1-0,0,1,0
ERLIN2,RNF185,0-1,0,0,1,1
GAST,NMB,0,0-1,0,0,1
CDC37,HSP90AB1,0-1,1-0,0,1,0
CENPE,KIF22,0-1,1-0,0,1,0
RPL10A,RPS3A,0-1,1-0,0,1,0
PDS5A,ZW10,0,1-0,1,1,0
SRRM1,U2AF2,0-1,1-0,0,1,0
KRR1,NMD3,0-1,1-0,0,1,0
ACTN4,BCAR1,0-1,1-0,0,1,0
HNRNPA1,SNRPD1,0-1,1-0,0,1,0
EFTUD2,FIP1L1,0-1,1-0,0,1,0
PTBP1,SNRNP70,0-1,1-0,0,1,0
APBB1,ATM,0-1,1-0,0,1,0
PPP3CA,SYNJ2,0-1,1-0,0,1,0
SNRPB2,WBP11,0-1,1-0,0,1,0
PAICS,PFAS,0-1,1-0,0,1,0
CAPN1,TLN1,0-1,1-0,0,1,0
MAPK13,STMN1,0-1,1-0,0,1,0
FCF1,WDR46,0-1,1-0,0,1,0
EEF1B2,RPLP2,0-1,1-0,0,1,0
GTF2F2,PHF5A,0-1,1-0,0,1,0
CDK1,HIST1H2BD,0,0,1,1,1
ASB6,CDC16,0-1,1-0,0,1,0
CSNK1D,PLK1,0-1,1-0,0,1,0
AURKB,PLK1,0,0-1,0,0,1
RNF220,TRIM11,1-0,0,1,0,0
ELAVL1,PRPF4,0-1,1-0,0,1,0
AARS,DARS,0-1,1-0,0,1,0
CERS4,PLPP1,0-1,1-0,0,1,0
MTA1,MTA2,0-1,1-0,0,1,0
BAIAP2,CRK,0-1,1-0,0,1,0
SNRPB2,SRRM1,0,1-0,1,1,0
EDN1,PRKACB,0-1,1-0,0,1,0
RRP12,SDAD1,0-1,1-0,0,1,0
CXCR1,LPAR1,0,0,1,1,1
SF3B2,SRRM1,0-1,1-0,0,1,0
HNRNPA0,SRSF2,0,1-0,1,1,0
NSF,TMED10,0-1,1-0,0,1,0
EGFR,PLAUR,0-1,1-0,0,1,0
POLR2L,PPIE,0-1,1-0,0,1,0
PLA2G2F,PTGS1,0,0,1,1,1
SF3B5,SNRPB2,0-1,1-0,0,1,0
KLHL5,TRIM11,0,1-0,1,1,0
ARAP2,RHOC,0-1,1-0,0,1,0
RPS18,RPS27,0-1,1-0,0,1,0
E2F4,PCNA,0,0-1,0,0,1
COL17A1,COL4A1,0-1,0,0,1,1
POLD1,RFC3,0-1,1-0,0,1,0
PPIE,PPIL1,0-1,1-0,0,1,0
PRPF19,TCEA1,0-1,1-0,0,1,0
SRSF2,U2AF2,0-1,1-0,0,1,0
H2AFZ,NFKB1,0-1,1-0,0,1,0
GNAI3,PRKACB,0-1,1-0,0,1,0
MRPL12,MRPL3,0-1,1-0,0,1,0
LSM4,SNRPG,0-1,0,0,1,1
H2AFZ,KDM1A,0-1,1-0,0,1,0
ARPC2,EPN1,0-1,1-0,0,1,0
NOP14,RPSA,1-0,0,1,0,0
AP1S3,CTSZ,0-1,1-0,0,1,0
BTBD1,RBCK1,0-1,1-0,0,1,0
CETN2,HSP90AA1,0-1,1-0,0,1,0
DNAJC1,HSPA5,0-1,1-0,0,1,0
NIP7,SDAD1,0-1,1-0,0,1,0
IMP3,RPS27A,1-0,0,1,0,0
RPL39,RPS10,0-1,1-0,0,1,0
PDHA1,PPARD,0,0-1,0,0,1
PPP2R5A,YWHAB,0-1,1-0,0,1,0
EXOSC9,NOL11,0-1,1-0,0,1,0
EIF3E,RPS27A,0-1,1-0,0,1,0
MRPL21,MRPL36,0-1,1-0,0,1,0
IMP4,PES1,0-1,1-0,0,1,0
ARAP3,RAP1A,0-1,1-0,0,1,0
ASB1,CDC16,0-1,1-0,0,1,0
BUB3,XPO1,0,0,1,1,1
DSCC1,RFC4,1-0,0,1,0,0
PUM3,UTP4,0-1,1-0,0,1,0
CDC20,STAG1,0-1,1-0,0,1,0
LRFN4,RTN3,0-1,1-0,0,1,0
ELAVL2,PRPF40A,0-1,1-0,0,1,0
RPS5,UBA52,0,1-0,1,1,0
HMGN1,RFC2,0,1-0,1,1,0
PCLAF,POLD1,0-1,1-0,0,1,0
KDELR3,KLC2,0-1,1-0,0,1,0
AJUBA,H2AFX,0,0-1,0,0,1
FBXO9,UBE2Z,0-1,1-0,0,1,0
MCM7,RRM2,0,0-1,0,0,1
PTBP1,SF3B2,0-1,1-0,0,1,0
IMP3,RPS14,1-0,0,1,0,0
HIST1H2AC,HIST2H2BE,0-1,1-0,0,1,0
DUT,MCM3,1-0,0,1,0,0
ITGB1,PLAUR,0-1,1-0,0,1,0
PRKAR1A,TULP3,0-1,1-0,0,1,0
DDX47,RPS4Y1,0-1,1-0,0,1,0
FBXW5,SKP2,0-1,1-0,0,1,0
HSF1,MAPKAPK2,0-1,1-0,0,1,0
SPSB2,UBA3,0-1,1-0,0,1,0
RPL34,RPS19,0-1,1-0,0,1,0
MRPL15,SEC61A1,0-1,1-0,0,1,0
DEGS1,GBA,0,0,1,1,1
CDK1,SMC3,0,0-1,0,0,1
LAS1L,WDR18,1-0,0,1,0,0
BTBD1,VHL,0-1,1-0,0,1,0
RPS4X,RPS7,0-1,1-0,0,1,0
AARS,KARS,0,1-0,1,1,0
SRSF2,THOC5,0-1,1-0,0,1,0
EIF3H,RPL32,0-1,1-0,0,1,0
MRPL12,MRPL28,0-1,1-0,0,1,0
CXCR6,GNAI3,0-1,1-0,0,1,0
EIF4A1,RPL4,0-1,1-0,0,1,0
CTSC,CTSZ,0-1,1-0,0,1,0
RPLP2,RPS25,0-1,1-0,0,1,0
ACTB,PRKCE,0,0-1,0,0,1
CSNK1D,SFN,0-1,1-0,0,1,0
CARM1,FHL2,0-1,1-0,0,1,0
MUS81,XRCC2,0-1,1-0,0,1,0
NSMCE1,SMC3,0,1-0,1,1,0
MRPS9,RPSA,0-1,1-0,0,1,0
COL18A1,P4HB,0-1,1-0,0,1,0
ATF6,MBTPS2,0-1,1-0,0,1,0
GNB4,PLCB3,0-1,1-0,0,1,0
TLN1,VWF,0-1,1-0,0,1,0
PAPOLA,SF3B2,0-1,1-0,0,1,0
RPL18,RPS3A,0-1,1-0,0,1,0
FIP1L1,PQBP1,0-1,0,0,1,1
ALDH1A3,GSTO1,0-1,1-0,0,1,0
IMP4,NOC2L,0,1-0,1,1,0
CCNA2,PBK,0-1,0,0,1,1
ACAT2,ECI2,0-1,1-0,0,1,0
DNAJB2,HSPA6,0-1,1-0,0,1,0
ELP4,ELP5,0-1,1-0,0,1,0
CRK,EGFR,0,1-0,1,1,0
DIMT1,NIFK,1-0,0,1,0,0
MRPL17,MRPL58,0,0-1,0,0,1
F2RL1,GRK2,0-1,1-0,0,1,0
RPL13,RPLP0,0-1,1-0,0,1,0
EXO1,TIPIN,0-1,1-0,0,1,0
ANAPC11,PSMA7,0-1,1-0,0,1,0
LSM3,SNRPD1,0-1,1-0,0,1,0
BUB3,CENPE,0-1,1-0,0,1,0
KIF3B,ZW10,0,1-0,1,1,0
ARAP3,RAC2,0-1,1-0,0,1,0
P2RY2,PLCB3,0-1,1-0,0,1,0
GALNT7,GCNT1,0-1,1-0,0,1,0
CDK2,E2F1,0-1,0,0,1,1
ADSS,PAICS,1-0,0,1,0,0
CHST14,DSE,0-1,1-0,0,1,0
GPT2,SDHA,0-1,1-0,0,1,0
AURKB,CUL3,0,0-1,0,0,1
PQBP1,PRPF19,0-1,1-0,0,1,0
MRPL13,MRPS30,0-1,1-0,0,1,0
ARHGAP11B,RHOA,0,0-1,0,0,1
ADAM10,EFNA3,0,1-0,1,1,0
ACTB,TUBB2A,0,0,1,1,1
SF3B2,SNRPC,0-1,1-0,0,1,0
ANAPC4,WSB1,0,0-1,0,0,1
RAP1A,RAPGEF2,0,1-0,1,1,0
EIF5B,RPL24,1-0,0,1,0,0
DCTD,NT5C3B,0-1,1-0,0,1,0
CCNA2,SUMO1,0-1,1-0,0,1,0
RAD51,XRCC2,0,0-1,0,0,1
SRRM1,THOC3,0-1,1-0,0,1,0
DNAJC8,HNRNPR,0-1,1-0,0,1,0
NEK7,NUP188,0,0-1,0,0,1
MRPL12,MRPS27,0-1,1-0,0,1,0
CCNB1,RRM2,0,0-1,0,0,1
ERBB2,GRB2,0-1,1-0,0,1,0
NACA,RPL13A,0-1,1-0,0,1,0
RPS24,RPS27,0-1,1-0,0,1,0
FEN1,POLD3,0,0-1,0,0,1
RPL4,WDR12,0-1,1-0,0,1,0
EIF3E,RPL13A,0-1,1-0,0,1,0
MARK3,PEBP1,0-1,1-0,0,1,0
RPL29,RPS6,0-1,1-0,0,1,0
AP1S1,HIP1R,0-1,1-0,0,1,0
PRKCA,RASA1,0-1,1-0,0,1,0
CCNB2,NUDC,0-1,1-0,0,1,0
MRPS18B,MRPS35,0-1,0,0,1,1
ACLY,IDH3G,1-0,0,1,0,0
KCNG2,PRKAR1A,0-1,0,0,1,1
HSP90AA1,ILK,0-1,1-0,0,1,0
EFTUD2,HNRNPA2B1,0-1,1-0,0,1,0
HIST1H2BD,RAD51C,0-1,1-0,0,1,0
COPG1,SURF4,0-1,1-0,0,1,0
MRPL33,RPL5,0-1,1-0,0,1,0
EXOSC9,UTP4,0-1,1-0,0,1,0
AP1S1,AP2M1,0-1,1-0,0,1,0
KIFAP3,RAB1B,0-1,1-0,0,1,0
ACTB,SMARCA5,0-1,1-0,0,1,0
ASB1,MGRN1,0,1-0,1,1,0
DUT,NT5C,1-0,0,1,0,0
GDA,PNP,0,0-1,0,0,1
FBXL5,FBXO7,0-1,0,0,1,1
RPL18,RPL27A,0-1,1-0,0,1,0
HNRNPM,PQBP1,0-1,1-0,0,1,0
MAPK3,NCOR2,1-0,0,1,0,0
NGEF,ROCK2,0-1,1-0,0,1,0
MRTO4,RPL10,1-0,0,1,0,0
HNRNPU,SRSF2,0-1,1-0,0,1,0
H2AFX,XRCC6,0,0-1,0,0,1
BYSL,RSL1D1,0-1,1-0,0,1,0
PQBP1,RNPS1,0-1,1-0,0,1,0
SNRPD1,SNRPF,0-1,1-0,0,1,0
ACTR2,PACSIN3,0-1,1-0,0,1,0
FBXO32,RNF6,0-1,0,0,1,1
PPIE,PRPF31,1-0,0,1,0,0
MRPL18,MRPS17,0-1,1-0,0,1,0
HNRNPF,U2AF2,0-1,1-0,0,1,0
CYC1,GRPEL2,0-1,0,0,1,1
CDK1,YWHAH,0,0-1,0,0,1
PNO1,RSL24D1,0,1-0,1,1,0
CYBA,RAC2,0-1,1-0,0,1,0
ESR1,SOD1,0-1,1-0,0,1,0
CDK1,SMC2,0,0-1,0,0,1
CDC27,UBA1,0-1,1-0,0,1,0
CSPP1,FAM110A,0-1,0,0,1,1
POLD2,RFC3,0,0,1,1,1
ERBB2,MAP2K1,0,0-1,0,0,1
CCT8,TUBB6,0-1,1-0,0,1,0
MCFD2,SEC16A,0-1,1-0,0,1,0
RPL19,RPS7,0-1,1-0,0,1,0
GRPEL2,LDHD,0,0-1,0,0,1
CHD3,MTA2,0-1,1-0,0,1,0
AKT1,SFN,0-1,1-0,0,1,0
POLE4,RFC5,0-1,1-0,0,1,0
CDCA8,CUL3,0-1,1-0,0,1,0
LRSAM1,RBCK1,0-1,1-0,0,1,0
ARF4,KIF2C,1-0,0,1,0,0
NFATC2,SLC3A2,0-1,1-0,0,1,0
RPL35A,RPL9,0-1,1-0,0,1,0
DHX37,RRP12,0-1,1-0,0,1,0
IL1B,IL1RAP,0-1,1-0,0,1,0
SNRNP200,SNRPE,0-1,1-0,0,1,0
CSNK1D,FBL,0-1,1-0,0,1,0
ALOX12,PTGS2,0,1-0,1,1,0
RPL27,RPL27A,0-1,1-0,0,1,0
ITGA5,TNC,0,1-0,1,1,0
ARPC1A,OCRL,0,1-0,1,1,0
GGT6,GPX2,0-1,1-0,0,1,0
CUL7,FBXL5,0-1,0,0,1,1
AKT1,GAPDH,0-1,0,0,1,1
MRPL38,MRPL9,0-1,1-0,0,1,0
AARS,IARS,0-1,1-0,0,1,0
BUB1B,NDC80,0,0-1,0,0,1
MRPL19,MRPL58,0-1,1-0,0,1,0
F2R,PLCB3,0,1-0,1,1,0
EBNA1BP2,PUM3,0-1,1-0,0,1,0
SUMO1,SUMO3,0-1,0,0,1,1
PELP1,SRC,0-1,1-0,0,1,0
POLR2E,SRSF2,1-0,0,1,0,0
HECW2,RNF123,1-0,0,1,0,0
RANBP2,TAOK1,0,0,1,1,1
PELP1,RRP9,0-1,1-0,0,1,0
ELAVL2,SNRPG,0-1,1-0,0,1,0
FDFT1,NCOA1,0-1,1-0,0,1,0
CCT8,KIF13A,0,0,1,1,1
NOP9,PUM3,0-1,1-0,0,1,0
GNG11,PLCB3,0,1-0,1,1,0
FBXO32,RBBP6,0,0-1,0,0,1
CD59,CTSC,0-1,1-0,0,1,0
ARHGEF2,RHOB,0,1-0,1,1,0
CDK1,KIF2A,0,0-1,0,0,1
CCNA2,CENPE,0-1,1-0,0,1,0
MPHOSPH10,NOL10,0-1,1-0,0,1,0
HLA-DMA,HLA-DOB,1-0,0,1,0,0
NAT10,NOC2L,0-1,1-0,0,1,0
LAMTOR4,RRAGA,0-1,1-0,0,1,0
BIRC5,CCNB1,0-1,1-0,0,1,0
BYSL,NOP58,0-1,1-0,0,1,0
CYP3A5,GSTP1,1-0,0,1,0,0
CAV1,TGFB1,0-1,1-0,0,1,0
MRPL21,MRPL33,0-1,1-0,0,1,0
EZR,FAS,0-1,1-0,0,1,0
MCM7,PRIM1,0-1,1-0,0,1,0
NMD3,PUM3,0-1,1-0,0,1,0
WDR3,WDR75,0-1,1-0,0,1,0
APP,EGF,0-1,0,0,1,1
HLCS,MCCC1,1-0,0,1,0,0
CD81,ITGA4,0-1,1-0,0,1,0
CDK1,SFN,0-1,0,0,1,1
AAAS,THOC3,1-0,0,1,0,0
MRPL17,MRPS10,0-1,1-0,0,1,0
RRP9,TEX10,0-1,1-0,0,1,0
RPS27L,RPS4Y1,0,1-0,1,1,0
MRPS10,RPSA,0-1,1-0,0,1,0
RPSA,SEC61A1,0-1,1-0,0,1,0
GNAI2,RAPGEF4,0-1,1-0,0,1,0
RPS27A,RPS8,0-1,1-0,0,1,0
TNFRSF11A,TNFRSF13C,0-1,1-0,0,1,0
CCT4,XRN2,0-1,1-0,0,1,0
FTSJ3,NLE1,0-1,1-0,0,1,0
HDAC1,HINT1,1-0,0-1,1,0,1
ASAH1,GBA,0,1-0,1,1,0
SF3B2,SNRNP40,1-0,0,1,0,0
ACTN4,TPM3,0-1,1-0,0,1,0
PFDN4,TUBB6,0-1,1-0,0,1,0
HSPA5,HSPH1,0-1,1-0,0,1,0
CDC27,UBE2S,0-1,1-0,0,1,0
RACK1,RPL4,0-1,1-0,0,1,0
CDK1,CENPE,0,0-1,0,0,1
RPL27,RPL41,0-1,1-0,0,1,0
RPF1,SDAD1,0-1,1-0,0,1,0
UBA1,UBE2L3,0-1,1-0,0,1,0
CAPNS1,PXN,0-1,1-0,0,1,0
MTHFD1,PAICS,1-0,0,1,0,0
MX1,STAT1,0-1,1-0,0,1,0
GMNN,PSMA1,0,1-0,1,1,0
BYSL,NOL11,0-1,1-0,0,1,0
KIF2C,NUDC,0-1,1-0,0,1,0
RPL38,RPS28,0-1,1-0,0,1,0
RAB1B,TMED9,0-1,1-0,0,1,0
RPL14,RPS5,0-1,1-0,0,1,0
LSM4,SNRPF,0-1,1-0,0,1,0
RBMX,SF3B2,0-1,1-0,0,1,0
MAK16,NIFK,1-0,0,1,0,0
ANAPC5,BTBD1,0,0-1,0,0,1
GNG2,GPR176,1-0,0-1,1,0,1
ARCN1,ZW10,0-1,1-0,0,1,0
ARHGEF3,RAC2,0-1,1-0,0,1,0
BIRC5,CDC20,0-1,1-0,0,1,0
HEATR1,NOC2L,0-1,1-0,0,1,0
RPL35A,RPL36,0-1,1-0,0,1,0
CD74,CTSL,0-1,1-0,0,1,0
CDS2,PLPP1,0-1,1-0,0,1,0
CDC20,UBE2C,0,0-1,0,0,1
EIF2S2,EIF5B,1-0,0,1,0,0
RPS3,SNU13,0-1,1-0,0,1,0
NCAPG2,NCAPH2,0-1,1-0,0,1,0
ENTPD3,RRM2,0,0-1,0,0,1
AGPAT1,GPAT4,0-1,1-0,0,1,0
BABAM1,XRCC5,0-1,1-0,0,1,0
MAP3K11,NRAS,0-1,1-0,0,1,0
GADD45GIP1,MRPL12,0-1,1-0,0,1,0
XPO1,ZW10,0,1-0,1,1,0
BTBD6,HECW2,0-1,1-0,0,1,0
MCM5,MCM6,0-1,0,0,1,1
EED,POLR2K,0-1,0,0,1,1
TUBB4A,YWHAG,0-1,1-0,0,1,0
SEC16A,SEC24D,0-1,1-0,0,1,0
EXOSC2,EXOSC4,0-1,1-0,0,1,0
TRIM4,VHL,0-1,1-0,0,1,0
PES1,PUM3,0-1,1-0,0,1,0
PSMA5,RBX1,0,1-0,1,1,0
AP2M1,ARPC2,0-1,1-0,0,1,0
HNRNPA0,HNRNPUL1,0-1,1-0,0,1,0
PRPF40A,SF3B3,1-0,0,1,0,0
HNRNPA2B1,SNRPB2,0-1,1-0,0,1,0
BUB1B,ZW10,0,1-0,1,1,0
CNKSR1,IQGAP1,0-1,1-0,0,1,0
HNRNPM,SF3B5,0-1,1-0,0,1,0
PIK3CD,SH3KBP1,0-1,0,0,1,1
MCM5,ORC3,0-1,1-0,0,1,0
GNG5,NTSR1,0-1,1-0,0,1,0
PAGR1,WDR5,0-1,1-0,0,1,0
ATP6V0A1,ATP6V1C2,0-1,1-0,0,1,0
BAX,BID,0-1,1-0,0,1,0
CDC20,RBCK1,0,1-0,1,1,0
DTYMK,TYMS,0-1,0,0,1,1
MRPS10,MRPS18B,0-1,0,0,1,1
PPIL1,SNRPD2,0-1,1-0,0,1,0
SF3B2,SRSF1,0-1,1-0,0,1,0
CDK1,CSNK1D,0,0-1,0,0,1
RPS21,SSR4,0-1,1-0,0,1,0
RPS2,TUFM,0-1,1-0,0,1,0
EBNA1BP2,FTSJ3,0-1,1-0,0,1,0
GNAS,PRKACB,0-1,0,0,1,1
HRAS,RASAL1,0-1,1-0,0,1,0
ADH5,ALDH1A1,0,1-0,1,1,0
PRPF19,PRPF40A,0-1,1-0,0,1,0
MRPL23,MRPS10,0-1,1-0,0,1,0
H2AFZ,MTA1,0-1,1-0,0,1,0
CUL1,DDB1,0,0-1,0,0,1
DCTN1,RACGAP1,0-1,1-0,0,1,0
FBXL20,UBE2S,0-1,1-0,0,1,0
SRSF2,WBP4,0-1,1-0,0,1,0
CERS2,PLPP1,0-1,1-0,0,1,0
PPP3R1,YWHAE,0-1,1-0,0,1,0
DHX37,EXOSC10,0-1,1-0,0,1,0
ARFGAP1,KIF22,0-1,1-0,0,1,0
CCND2,CDKN1C,0,0,1,1,1
BMS1,SDAD1,0-1,1-0,0,1,0
DNAJC10,HSPA5,0-1,1-0,0,1,0
CDC20,NEK2,0,0-1,0,0,1
HLA-DOB,HLA-DPB1,0-1,1-0,0,1,0
AURKB,SUMO3,0,0-1,0,0,1
GNG11,POMC,0,1-0,1,1,0
CD151,COL17A1,0-1,1-0,0,1,0
MAPK12,TAB1,0-1,1-0,0,1,0
MRPS30,TSFM,0-1,1-0,0,1,0
CENPE,ZW10,0-1,1-0,0,1,0
RPL13,RPL18A,0-1,1-0,0,1,0
ARAP2,KDELR3,0-1,1-0,0,1,0
CBL,WASL,0,0-1,0,0,1
ALYREF,PPIL1,0-1,1-0,0,1,0
PTK2,PXN,0-1,1-0,0,1,0
HNRNPM,POLR2E,0-1,1-0,0,1,0
SARNP,SRSF2,0,1-0,1,1,0
CTSA,CTSD,0-1,1-0,0,1,0
DHX15,U2AF2,0-1,1-0,0,1,0
NMD3,NOC2L,0-1,1-0,0,1,0
ITGAV,SERPINE1,0-1,1-0,0,1,0
TRAIP,UBE2L3,0-1,1-0,0,1,0
ERCC1,MSH2,1-0,0,1,0,0
GYS1,NHLRC1,0-1,1-0,0,1,0
B4GALT1,GCNT2,0-1,1-0,0,1,0
FTSJ3,WDR74,0-1,1-0,0,1,0
HRAS,RPS6KA1,0-1,1-0,0,1,0
